search_term,Input
"((""Veltassa""or""Patiromer""or""patiromer"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Veltassa""or""Patiromer""or""patiromer"""
"((""Rozlytrek""or""Entrectinib""or""entrectinib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Rozlytrek""or""Entrectinib""or""entrectinib"""
"((""Tymlos""or""Abaloparatide ""or""abaloparatide"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Tymlos""or""Abaloparatide ""or""abaloparatide"""
"((""Rixubis""or""Coagulation Factor IX ""Recombinant""""or""nonacog gamma"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Rixubis""or""Coagulation Factor IX ""Recombinant""""or""nonacog gamma"""
"((""Uptravi""or""Selexipag""or""selexipag"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Uptravi""or""Selexipag""or""selexipag"""
"((""Krystexxa""or""Pegloticase""or""pegloticase"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Krystexxa""or""Pegloticase""or""pegloticase"""
"((""Xerava""or""Eravacycline ""or""eravacycline"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xerava""or""Eravacycline ""or""eravacycline"""
"((""Ilumya""or""Tildrakizumab""or""tildrakizumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ilumya""or""Tildrakizumab""or""tildrakizumab"""
"((""Nuzyra""or""Omadacycline""or""omadacycline"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Nuzyra""or""Omadacycline""or""omadacycline"""
"((""Ajovy""or""Fremanezumab""or""fremanezumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ajovy""or""Fremanezumab""or""fremanezumab"""
"((""Steglatro""or""Ertugliflozin""or""ertugliflozin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Steglatro""or""Ertugliflozin""or""ertugliflozin"""
"((""Zemdri""or""Plazomicin ""or""plazomicin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Zemdri""or""Plazomicin ""or""plazomicin"""
"((""Vabomere""or""Meropenem; vaborbactam""or""meropenem and vaborbactam and  Melinta Therapeutics"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vabomere""or""Meropenem; vaborbactam""or""meropenem and vaborbactam and  Melinta Therapeutics"""
"((""Myalept""or""Metreleptin""or""metreleptin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Myalept""or""Metreleptin""or""metreleptin"""
"((""Baxdela""or""Delafloxacin ""or""delafloxacin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Baxdela""or""Delafloxacin ""or""delafloxacin"""
"((""Xospata""or""Gilteritinib""or""gilteritinib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xospata""or""Gilteritinib""or""gilteritinib"""
"((""Galafold""or""Migalastat ""or""migalastat hydrochloride"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Galafold""or""Migalastat ""or""migalastat hydrochloride"""
"((""Unituxin""or""Dinutuximab""or""dinutuximab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Unituxin""or""Dinutuximab""or""dinutuximab"""
"((""Mayzent""or""Siponimod""or""siponimod"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Mayzent""or""Siponimod""or""siponimod"""
"((""Onpattro""or""Patisiran ""or""patisiran"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Onpattro""or""Patisiran ""or""patisiran"""
"((""Libtayo""or""Cemiplimab""or""cemiplimab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Libtayo""or""Cemiplimab""or""cemiplimab"""
"((""Idhifa""or""Enasidenib mesylate
""or""enasidenib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Idhifa""or""Enasidenib mesylate
""or""enasidenib"""
"((""Exondys 51""or""Eteplirsen""or""eteplirsen"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Exondys 51""or""Eteplirsen""or""eteplirsen"""
"((""Kanuma""or""Sebelipase alfa""or""sebelipase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Kanuma""or""Sebelipase alfa""or""sebelipase alfa"""
"((""Eucrisa""or""Crisaborole""or""crisaborole"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Eucrisa""or""Crisaborole""or""crisaborole"""
"((""Movantik""or""Naloxegol""or""naloxegol"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Movantik""or""Naloxegol""or""naloxegol"""
"((""Luzu""or""Luliconazole""or""luliconazole"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Luzu""or""Luliconazole""or""luliconazole"""
"((""Inrebic""or""Fedratinib hydrochloride""or""fedratinib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Inrebic""or""Fedratinib hydrochloride""or""fedratinib"""
"((""Zurampic""or""Lesinurad""or""lesinurad"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Zurampic""or""Lesinurad""or""lesinurad"""
"((""Cablivi""or""caplacizumab-yhdp""or""caplacizumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Cablivi""or""caplacizumab-yhdp""or""caplacizumab"""
"((""Ampyra""or""Dalfampridine""or""dalfampridine"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ampyra""or""Dalfampridine""or""dalfampridine"""
"((""Zinplava""or""Bezlotoxumab""or""bezlotoxumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Zinplava""or""Bezlotoxumab""or""bezlotoxumab"""
"((""Wakix""or""Pitolisant hydrochloride""or""pitolisant"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Wakix""or""Pitolisant hydrochloride""or""pitolisant"""
"((""Tibsovo""or""Ivosidenib ""or""ivosidenib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Tibsovo""or""Ivosidenib ""or""ivosidenib"""
"((""Xofluza""or""Baloxavir marboxil ""or""baloxavir marboxil"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xofluza""or""Baloxavir marboxil ""or""baloxavir marboxil"""
"((""Nubeqa""or""Darolutamide""or""darolutamide"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Nubeqa""or""Darolutamide""or""darolutamide"""
"((""Lumizyme""or""Alglucosidase alfa""or""alglucosidase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Lumizyme""or""Alglucosidase alfa""or""alglucosidase alfa"""
"((""Stendra""or""Avanafil""or""avanafil"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Stendra""or""Avanafil""or""avanafil"""
"((""Copiktra""or""Duvelisib ""or""duvelisib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Copiktra""or""Duvelisib ""or""duvelisib"""
"((""Lokelma""or""Sodium zirconium cyclosilicate""or""sodium zirconium cyclosilicate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Lokelma""or""Sodium zirconium cyclosilicate""or""sodium zirconium cyclosilicate"""
"((""Viberzi""or""Eluxadoline""or""eluxadoline"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Viberzi""or""Eluxadoline""or""eluxadoline"""
"((""Pifeltro""or""Doravirine ""or""doravirine"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Pifeltro""or""Doravirine ""or""doravirine"""
"((""Reyvow""or""Lasmiditan succinate""or""lasmiditan"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Reyvow""or""Lasmiditan succinate""or""lasmiditan"""
"((""Austedo""or""Deutetrabenazine""or""deuterated tetrabenazine and  Auspex Pharmaceuticals"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Austedo""or""Deutetrabenazine""or""deuterated tetrabenazine and  Auspex Pharmaceuticals"""
"((""Kerydin""or""Tavaborole""or""tavaborole"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Kerydin""or""Tavaborole""or""tavaborole"""
"((""Balversa""or""Erdafitinib""or""erdafitinib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Balversa""or""Erdafitinib""or""erdafitinib"""
"((""Strensiq""or""Asfotase alfa""or""asfotase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Strensiq""or""Asfotase alfa""or""asfotase alfa"""
"((""Enhertu""or""Fam-Trastuzumab Deruxtecan-NXKI""or""trastuzumab deruxtecan"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Enhertu""or""Fam-Trastuzumab Deruxtecan-NXKI""or""trastuzumab deruxtecan"""
"((""Ingrezza""or""Valbenazine tosylate""or""valbenazine"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ingrezza""or""Valbenazine tosylate""or""valbenazine"""
"((""Vosevi""or""Sofosbuvir and  velpatasvir and  voxilaprevir""or""sofosbuvir and velpatasvir and voxilaprevir"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vosevi""or""Sofosbuvir and  velpatasvir and  voxilaprevir""or""sofosbuvir and velpatasvir and voxilaprevir"""
"((""Lartruvo""or""Olaratumab""or""olaratumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Lartruvo""or""Olaratumab""or""olaratumab"""
"((""Turalio""or""Pexidartinib hydrochloride""or""pexidartinib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Turalio""or""Pexidartinib hydrochloride""or""pexidartinib"""
"((""Crysvita""or""Burosumab ""or""burosumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Crysvita""or""Burosumab ""or""burosumab"""
"((""Aliqopa""or""Copanlisib dihydrochloride""or""copanlisib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Aliqopa""or""Copanlisib dihydrochloride""or""copanlisib"""
"((""Cerdelga""or""Eliglustat""or""eliglustat"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Cerdelga""or""Eliglustat""or""eliglustat"""
"((""Beovu""or""Brolucizumab-DBII""or""brolucizumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Beovu""or""Brolucizumab-DBII""or""brolucizumab"""
"((""Horizant""or""Gabapentin enacarbil""or""gabapentin enacarbil"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Horizant""or""Gabapentin enacarbil""or""gabapentin enacarbil"""
"((""Orilissa""or""Elagolix sodium""or""elagolix"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Orilissa""or""Elagolix sodium""or""elagolix"""
"((""Mavyret""or""Glecaprevir and  pibrentasvir""or""glecaprevir and pibrentasvir"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Mavyret""or""Glecaprevir and  pibrentasvir""or""glecaprevir and pibrentasvir"""
"((""Rhopressa""or""Netarsudil ""or""netarsudil"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Rhopressa""or""Netarsudil ""or""netarsudil"""
"((""Fetzima""or""levomilnacipran""or""levomilnacipran"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Fetzima""or""levomilnacipran""or""levomilnacipran"""
"((""Trikafta""or""Elexacaftor and  ivacaftor and  tezacaftor""or""ivacaftor and tezacaftorand elexacaftor and  Vertex"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Trikafta""or""Elexacaftor and  ivacaftor and  tezacaftor""or""ivacaftor and tezacaftorand elexacaftor and  Vertex"""
"((""Esperoct""or""Antihemophilic Factor ""recombinant"" and  GlycoPEGylated-exei""or""turoctocog alfa pegol"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Esperoct""or""Antihemophilic Factor ""recombinant"" and  GlycoPEGylated-exei""or""turoctocog alfa pegol"""
"((""Plegridy""or""Peginterferon beta-1A""or""PEG-interferon ÃƒÅ¸1a and  Biogen"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Plegridy""or""Peginterferon beta-1A""or""PEG-interferon ÃƒÅ¸1a and  Biogen"""
"((""Portrazza""or""Necitumumab""or""necitumumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Portrazza""or""Necitumumab""or""necitumumab"""
"((""Brukinsa""or""Zanubrutinib""or""zanubrutinib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Brukinsa""or""Zanubrutinib""or""zanubrutinib"""
"((""Parsabiv""or""Etelcalcetide""or""velcalcetide"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Parsabiv""or""Etelcalcetide""or""velcalcetide"""
"((""Reblozyl""or""Luspatercept-AAMT""or""luspatercept"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Reblozyl""or""Luspatercept-AAMT""or""luspatercept"""
"((""Varubi""or""Rolapitant""or""rolapitant"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Varubi""or""Rolapitant""or""rolapitant"""
"((""Zolgensma""or""onasemnogene abeparvovec-xioi""or""onasemnogene abeparvovec"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Zolgensma""or""onasemnogene abeparvovec-xioi""or""onasemnogene abeparvovec"""
"((""Zulresso""or""Brexanolone""or""brexanolone"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Zulresso""or""Brexanolone""or""brexanolone"""
"((""Daurismo""or""Glasdegib ""or""glasdegib"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Daurismo""or""Glasdegib ""or""glasdegib"""
"((""Egrifta""or""Tesamorelin""or""tesamorelin acetate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Egrifta""or""Tesamorelin""or""tesamorelin acetate"""
"((""Padcev""or""Enfortumab vedotin-EJFV""or""enfortumab vedotin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Padcev""or""Enfortumab vedotin-EJFV""or""enfortumab vedotin"""
"((""Xermelo""or""Telotristat etiprate""or""telotristat"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xermelo""or""Telotristat etiprate""or""telotristat"""
"((""Ubrelvy""or""Ubrogepant""or""ubrogepant"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ubrelvy""or""Ubrogepant""or""ubrogepant"""
"((""Hetlioz""or""Tasimelteon""or""tasimelteon"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Hetlioz""or""Tasimelteon""or""tasimelteon"""
"((""TPOXX""or""Tecovirimat ""or""tecovirimat"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""TPOXX""or""Tecovirimat ""or""tecovirimat"""
"((""Lumoxiti""or""Moxetumomab pasudotox""or""moxetumomab pasudotox"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Lumoxiti""or""Moxetumomab pasudotox""or""moxetumomab pasudotox"""
"((""Symproic""or""Naldemedine ""or""naldemedine"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Symproic""or""Naldemedine ""or""naldemedine"""
"((""Biktarvy""or""Bictegravir and  emtricitabine and  tenofovir alafenamide""or""bictegravir and emtricitibine and tenofovir alafenamide and  Gilead Sciences"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Biktarvy""or""Bictegravir and  emtricitabine and  tenofovir alafenamide""or""bictegravir and emtricitibine and tenofovir alafenamide and  Gilead Sciences"""
"((""Trulance""or""Plecanatide ""or""plecanatide"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Trulance""or""Plecanatide ""or""plecanatide"""
"((""Ultomiris""or""Ravulizumab ""or""ravulizumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ultomiris""or""Ravulizumab ""or""ravulizumab"""
"((""Luxturna""or""Voretigene neparvovec
""or""voretigene neparvovec"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Luxturna""or""Voretigene neparvovec
""or""voretigene neparvovec"""
"((""Vpriv""or""Velaglucerase alfa""or""velaglucerase alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vpriv""or""Velaglucerase alfa""or""velaglucerase alfa"""
"((""Vascepa""or""Ethyl eicosapentaenoic acid""or""ethyl icosapentate and  Amarin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vascepa""or""Ethyl eicosapentaenoic acid""or""ethyl icosapentate and  Amarin"""
"((""Xiidra""or""Lifitegrast""or""lifitegrast"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xiidra""or""Lifitegrast""or""lifitegrast"""
"((""Tegsedi""or""Inotersen""or""inotersen"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Tegsedi""or""Inotersen""or""inotersen"""
"((""Voraxaze""or""Glucarpidase""or""glucarpidase and  HPA"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Voraxaze""or""Glucarpidase""or""glucarpidase and  HPA"""
"((""Cresemba""or""Isavuconazonium""or""isavuconazonium chloride"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Cresemba""or""Isavuconazonium""or""isavuconazonium chloride"""
"((""Trogarzo""or""Ibalizumab""or""ibalizumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Trogarzo""or""Ibalizumab""or""ibalizumab"""
"((""Xenleta""or""Lefamulin""or""lefamulin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xenleta""or""Lefamulin""or""lefamulin"""
"((""Novoeight""or""Turoctocog alfa""or""turoctocog alfa"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Novoeight""or""Turoctocog alfa""or""turoctocog alfa"""
"((""Synribo""or""Omacetaxine mepesuccinate""or""omacetaxine mepesuccinate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Synribo""or""Omacetaxine mepesuccinate""or""omacetaxine mepesuccinate"""
"((""Omontys""or""Peginesatide""or""peginesatide"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Omontys""or""Peginesatide""or""peginesatide"""
"((""Aristada""or""Aripiprazole lauroxil""or""aripiprazole lauroxil"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Aristada""or""Aripiprazole lauroxil""or""aripiprazole lauroxil"""
"((""Oxbryta""or""Voxelotor""or""voxelotor"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Oxbryta""or""Voxelotor""or""voxelotor"""
"((""Vyleesi""or""Bremelanotide""or""bremelanotide acetate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Vyleesi""or""Bremelanotide""or""bremelanotide acetate"""
"((""Surfaxin""or""Lucinactant""or""sinapultide"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Surfaxin""or""Lucinactant""or""sinapultide"""
"((""Elzonris""or""Tagraxofusp""or""tagraxofusp"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Elzonris""or""Tagraxofusp""or""tagraxofusp"""
"((""Doptelet""or""Avatrombopag ""or""avatrombopag"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Doptelet""or""Avatrombopag ""or""avatrombopag"""
"((""Scenesse""or""Afamelanotide""or""afamelanotide"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Scenesse""or""Afamelanotide""or""afamelanotide"""
"((""Zepatier""or""Elbasvir and  grazoprevir""or""elbasvir and grazoprevir"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Zepatier""or""Elbasvir and  grazoprevir""or""elbasvir and grazoprevir"""
"((""Ibsrela""or""Tenapanor""or""tenapanor hydrochloride"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Ibsrela""or""Tenapanor""or""tenapanor hydrochloride"""
"((""Recarbrio""or""Cilastatin sodium and  imipenem and  relebactam""or""cilastatin and imipenem and relebactam and "") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Recarbrio""or""Cilastatin sodium and  imipenem and  relebactam""or""cilastatin and imipenem and relebactam and """
"((""Sunosi""or""Solriamfetol""or""solriamfetol"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Sunosi""or""Solriamfetol""or""solriamfetol"""
"((""Mulpleta""or""Lusutrombopag ""or""lusutrombopag"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Mulpleta""or""Lusutrombopag ""or""lusutrombopag"""
"((""Takhzyro""or""Lanadelumab ""or""lanadelumab"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Takhzyro""or""Lanadelumab ""or""lanadelumab"""
"((""Xepi""or""Ozenoxacin ""or""ozenoxacin"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xepi""or""Ozenoxacin ""or""ozenoxacin"""
"((""Carbaglu""or""Carglumic acid""or""carglumic acid and  Orphan Europe"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Carbaglu""or""Carglumic acid""or""carglumic acid and  Orphan Europe"""
"((""Xuriden""or""Uridine triacetate""or""uridine triacetate"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])","""Xuriden""or""Uridine triacetate""or""uridine triacetate"""
